@relation context

@attribute demonstrative {0,1}
@attribute position {-1,0,1,2}
@attribute bigram real
@attribute trigram real
@attribute refOther {0,1}
@attribute refTarget {0,1}
@attribute refMultiple {0,1}
@attribute context {0,1}

@data
0,0,1990,2942,1,0,1,1
0,1,2313,2943,0,0,0,0
0,2,1491,1837,1,0,0,0
0,-1,565,2944,0,0,0,0
0,0,2314,2945,1,1,1,1
0,1,2315,2946,1,0,1,0
1,2,31,31,0,0,0,0
0,-1,2316,2947,0,0,0,0
0,0,2317,2948,1,1,1,1
0,1,2318,2949,1,0,1,0
0,2,2319,2950,1,0,0,0
0,-1,2320,2951,0,0,0,0
1,0,115,2952,1,1,1,1
0,1,258,282,0,0,0,0
0,2,2321,2953,0,0,0,0
1,-1,2322,2954,0,0,0,0
0,0,2297,2921,1,1,1,1
0,1,226,431,0,0,0,0
0,2,2323,2955,0,0,0,0
0,-1,2324,2956,1,0,0,0
0,0,2325,2957,1,1,1,1
0,1,2326,2958,0,0,0,0
0,2,258,282,0,0,0,0
1,-1,363,2959,0,0,0,0
1,0,1494,2960,1,1,1,1
0,1,97,2961,0,0,0,0
1,2,64,1320,0,0,0,0
1,-1,104,2962,1,0,0,0
0,0,50,50,1,1,1,1
0,1,226,431,0,0,0,0
0,2,2323,2955,0,0,0,0
1,-1,104,2962,1,0,0,0
0,0,50,50,1,1,1,1
0,1,226,431,0,0,0,0
0,2,2323,2955,0,0,0,0
0,-1,501,2963,1,0,0,0
0,0,2327,2964,0,1,0,0
1,1,170,1670,0,0,0,1
0,2,2328,2965,0,0,0,0
0,-1,2329,2966,0,0,0,0
1,0,2330,2967,1,0,1,0
1,1,1086,2968,0,0,0,1
0,2,759,2969,1,0,0,0
1,-1,2331,2970,0,0,0,0
1,0,2332,2971,0,1,0,1
1,1,2333,2972,0,0,0,0
0,2,2334,2973,0,0,0,0
0,-1,2335,2974,0,0,0,0
0,0,2336,2975,1,1,1,0
0,1,2337,2976,0,0,0,1
1,2,2338,2977,1,0,0,0
1,-1,2339,2978,0,0,0,0
0,0,2340,2979,1,1,1,1
0,1,2341,2980,0,0,0,0
0,2,2342,2981,0,0,0,0
0,-1,2291,2982,0,0,0,0
1,0,2343,2983,1,1,1,1
0,1,1296,2984,0,0,0,0
1,2,2344,2985,0,0,0,0
1,-1,2345,2986,1,0,0,0
0,0,2346,2987,0,1,0,1
0,1,2347,2988,0,0,0,0
1,2,2348,2989,0,0,0,0
1,-1,2349,2990,1,0,0,0
0,0,469,528,1,1,1,0
0,1,2072,2991,0,0,0,1
0,2,2350,2992,0,0,0,0
0,-1,559,2993,0,0,0,0
1,0,2351,2994,0,1,0,0
1,1,2352,2995,0,0,0,1
0,2,2353,2996,1,0,0,0
0,-1,2354,2997,1,0,0,0
1,0,363,2998,1,1,1,1
0,1,2355,2999,1,1,1,0
0,2,150,3000,0,0,0,0
1,-1,363,2998,1,1,1,0
0,0,2355,2999,1,1,1,1
0,1,150,3000,0,0,0,0
0,2,2356,3001,0,0,0,0
0,-1,170,3002,0,0,0,0
0,0,2317,2948,1,1,1,1
0,1,271,297,0,0,0,0
0,2,2357,3003,1,0,0,0
1,-1,854,3004,0,0,0,0
0,0,847,3005,1,1,1,0
1,1,317,3006,0,0,0,1
1,2,2358,3007,0,0,0,0
0,-1,39,39,0,0,0,0
0,0,911,3008,1,1,1,1
1,1,433,3009,0,0,0,0
0,2,2359,3010,0,0,0,0
0,-1,2221,2811,1,0,0,0
0,0,2360,3011,0,1,0,1
0,1,2361,3012,1,0,0,0
0,2,2362,3013,0,0,0,0
0,-1,541,3014,0,0,0,0
0,0,2363,3015,1,1,1,1
1,1,386,3016,0,0,0,0
1,2,2364,3017,1,0,0,0
1,-1,2365,3018,0,1,0,0
0,0,2366,3019,1,0,0,0
1,1,2367,3020,0,0,0,1
0,2,2368,3021,0,0,0,0
1,-1,2369,3022,0,0,0,0
0,0,34,536,1,1,1,0
1,1,1142,3023,0,0,0,1
0,2,1007,3024,0,0,0,0
0,-1,2370,3025,1,0,1,0
0,0,2371,3026,0,1,0,1
0,1,2372,3027,0,0,0,0
0,2,2373,3028,0,0,0,0
0,-1,2374,3029,1,0,1,0
0,0,2375,3030,0,1,0,1
0,1,2376,3031,0,0,0,0
0,2,2377,3032,0,0,0,1
0,-1,2378,3033,0,0,0,0
0,0,32,3034,1,1,1,0
1,1,1142,1380,1,0,0,0
0,2,2379,3035,1,0,1,1
0,-1,2379,3035,1,0,1,0
0,0,50,592,0,1,0,1
0,1,1587,3036,1,0,0,0
0,2,2380,3037,0,0,0,0
1,-1,1648,3038,0,0,0,0
0,0,2381,3039,1,0,1,1
0,1,2382,3040,0,0,0,0
1,2,316,3041,0,0,0,0
0,-1,2383,3042,0,0,0,0
1,0,89,345,0,1,0,0
1,1,508,3043,0,0,0,0
1,2,2384,3044,0,0,0,0
0,-1,2385,3045,0,0,0,0
1,0,2386,3046,1,1,1,1
0,1,50,2710,0,0,0,0
1,2,952,3047,0,0,0,0
0,-1,780,915,1,0,1,0
0,0,2387,3048,0,1,0,1
0,1,2377,3032,1,0,0,0
0,2,2388,3049,0,0,0,0
1,-1,2389,3050,0,0,0,0
0,0,2390,3051,1,1,1,1
0,1,2391,3052,0,0,0,0
0,2,2392,3053,1,0,0,0
1,-1,2393,3054,0,0,0,0
1,0,248,3055,0,1,0,1
1,1,263,3056,0,0,0,0
1,2,2394,3057,0,0,0,0
0,-1,2395,3058,0,0,0,0
0,0,2396,3059,1,1,1,1
0,1,2315,2946,1,0,1,0
0,2,2198,3060,0,0,0,0
1,-1,55,3061,0,0,0,0
0,0,2397,3062,1,1,1,1
1,1,55,3061,0,0,0,0
0,2,2398,3063,0,0,0,0
0,-1,2399,3064,1,0,1,0
0,0,2400,3065,1,1,1,1
1,1,2401,3066,0,0,0,0
0,2,521,3067,0,0,0,0
0,-1,2152,3068,0,0,0,0
0,0,2349,3069,1,1,1,1
1,1,2402,3070,1,0,0,0
1,2,2403,3071,0,0,0,0
0,-1,2404,3072,0,0,0,0
0,0,296,3073,1,1,1,1
0,1,2405,3074,0,0,0,0
1,2,77,78,0,0,0,0
0,-1,2406,3075,0,0,0,0
1,0,2407,3076,1,1,1,1
0,1,2094,3077,0,0,0,0
1,2,713,3078,1,0,0,0
0,-1,2408,3079,0,0,0,0
0,0,2409,3080,0,1,0,1
0,1,2410,3081,1,0,0,0
1,2,606,3082,1,0,1,0
0,-1,84,3083,0,0,0,0
1,0,2411,3084,1,0,0,1
1,1,2411,3084,0,0,0,0
0,2,2412,3085,1,0,0,0
0,-1,2413,3086,0,0,0,0
0,0,2414,3087,1,1,1,1
0,1,2408,3079,0,0,0,0
0,2,2415,3088,0,1,0,0
0,-1,966,3089,0,0,0,0
0,0,1036,3090,0,1,0,0
1,1,2416,3091,0,0,0,1
0,2,1007,3024,0,0,0,0
0,-1,2417,3092,0,0,0,0
0,0,2418,3093,0,1,0,1
0,1,827,3094,0,0,0,0
0,2,2419,3095,0,0,0,0
1,-1,34,2177,0,0,0,0
0,0,2420,3096,1,1,1,1
1,1,1078,3097,0,0,0,0
0,2,2421,3098,0,0,0,0
1,-1,2422,3099,0,0,0,0
1,0,2423,3100,0,1,0,1
0,1,2424,3101,0,0,0,0
1,2,1077,3102,1,0,1,0
0,-1,295,3103,0,0,0,0
0,0,2425,3104,1,1,1,1
0,1,2426,3105,0,0,0,0
0,2,1222,3106,0,0,0,0
0,-1,753,3107,0,0,0,0
0,0,358,3108,1,1,1,0
1,1,1672,2905,0,0,0,1
0,2,2427,3109,1,0,1,0
0,-1,2428,3110,0,0,0,0
0,0,1063,3111,1,1,1,1
1,1,2429,3112,0,0,0,0
1,2,287,651,0,0,0,0
0,-1,84,3083,0,0,0,0
1,0,2411,3113,0,1,0,1
1,1,2411,3114,0,0,0,0
0,2,2412,3085,1,0,0,0
0,-1,2413,3086,0,0,0,0
0,0,2414,3087,1,1,1,1
0,1,2408,3079,0,0,0,0
0,2,2415,3088,0,1,0,0
0,-1,2408,3079,0,0,0,0
0,0,2409,3080,0,1,0,1
0,1,2410,3081,1,0,0,0
1,2,606,3082,1,0,0,0
0,-1,2430,3115,0,0,0,0
0,0,2431,3116,1,1,1,0
1,1,2432,3117,0,0,0,1
0,2,2433,3118,0,0,0,0
1,-1,117,123,1,0,0,0
0,0,2434,3119,1,0,1,1
1,1,2435,3120,0,0,0,0
0,2,2436,3121,0,0,0,0
0,-1,2410,3122,1,0,1,0
0,0,2437,3123,1,1,1,1
0,1,2438,3124,1,0,0,0
0,2,2439,3125,0,0,0,0
0,-1,399,442,0,0,0,0
1,0,400,443,1,1,1,1
0,1,254,444,0,0,0,0
1,2,104,445,0,0,0,0
0,-1,2440,3126,1,0,0,0
0,0,2441,3127,1,1,1,0
0,1,2442,3128,0,0,0,0
1,2,2443,3129,0,0,0,1
0,-1,2444,3130,1,0,0,0
0,0,150,2730,1,1,1,1
0,1,2445,3131,0,0,0,0
0,2,940,3132,0,0,0,0
1,-1,2446,3133,0,0,0,0
0,0,250,273,1,0,1,1
0,1,2447,3134,1,0,0,0
1,2,2448,3135,0,0,0,0
1,-1,1007,3024,0,0,0,0
1,0,2449,3136,1,1,1,1
0,1,258,282,1,0,1,0
1,2,2450,3137,1,0,1,0
1,-1,104,1198,1,0,0,0
0,0,2311,2938,0,1,0,1
0,1,2451,39,0,0,0,0
0,2,2452,3138,0,0,0,0
0,-1,2453,3139,0,0,0,0
0,0,1213,1469,1,1,1,1
0,1,1990,2942,1,0,1,0
0,2,2454,3140,0,0,0,0
0,-1,1213,1469,1,1,1,0
0,0,1990,2942,1,0,1,1
0,1,2454,3140,0,0,0,0
0,2,1491,1837,1,0,0,0
0,-1,2455,3141,1,0,1,0
0,0,1063,3142,1,1,1,1
1,1,1672,3143,1,0,1,0
0,2,2456,3144,0,0,0,0
0,-1,2457,3145,0,0,0,0
0,0,2458,3146,0,1,0,0
1,1,447,3147,0,0,0,0
1,2,2459,3148,0,0,0,1
0,-1,2108,3149,0,0,0,0
0,0,341,3150,1,1,1,0
0,1,448,3151,0,0,0,0
1,2,124,3152,0,0,0,1
0,-1,128,3153,0,0,0,0
1,0,2460,3154,0,1,0,1
0,1,2461,3155,0,0,0,0
0,2,2462,3156,0,0,0,0
1,-1,2463,3157,0,0,0,0
0,0,2464,3158,1,1,1,1
0,1,1175,1699,0,0,0,0
1,2,2465,3159,1,0,1,0
1,-1,2466,3160,0,0,0,0
1,0,2467,3161,1,1,1,0
0,1,2468,3162,1,0,0,0
1,2,2469,3163,0,0,0,0
1,-1,2470,3164,1,0,0,0
0,0,2316,2947,1,1,1,1
1,1,31,31,0,0,0,0
0,2,50,3165,0,0,0,0
0,-1,1473,3166,0,0,0,0
0,0,469,528,1,1,1,1
0,1,2471,3167,0,0,0,0
0,2,2472,3168,0,0,0,0
1,-1,2473,3169,1,0,0,0
0,0,50,50,1,1,1,1
0,1,226,431,0,0,0,0
0,2,2474,3170,0,0,0,0
1,-1,1960,3171,1,0,0,0
1,0,2475,3172,1,1,1,0
1,1,52,3173,0,0,0,0
1,2,2476,3174,0,0,0,1
1,-1,2477,3175,0,0,0,0
1,0,2478,3176,1,0,0,1
1,1,2479,3177,1,0,0,0
1,2,2480,3178,0,0,0,0
1,-1,2481,3179,0,0,0,0
0,0,2482,3180,1,1,1,1
0,1,148,157,0,0,0,0
1,2,50,2166,0,0,0,0
0,-1,2483,3181,0,0,0,0
0,0,2484,3182,0,1,0,1
1,1,1820,2290,0,0,0,0
0,2,2485,39,1,0,0,0
0,-1,2486,3183,1,0,1,0
0,0,1961,3184,1,1,1,1
1,1,31,31,0,0,0,0
1,2,50,3165,0,0,0,0
1,-1,2487,3185,0,0,0,0
0,0,2488,3186,1,1,1,1
0,1,2489,3187,0,0,0,0
0,2,261,389,0,0,0,0
1,-1,363,3188,0,0,0,0
1,0,97,2961,1,1,1,1
0,1,2490,3189,1,0,0,0
0,2,148,157,0,0,0,0
1,-1,2491,3190,0,0,0,0
1,0,2492,3191,1,1,1,1
0,1,2493,3192,0,0,0,0
0,2,2494,3193,1,0,0,0
0,-1,52,735,0,0,0,0
1,0,2495,3194,1,1,1,1
1,1,317,3195,0,0,0,1
0,2,39,39,0,0,0,0
0,-1,2496,3196,0,0,0,0
0,0,780,3197,1,0,0,1
0,1,2497,3198,0,0,0,0
1,2,2498,3199,1,0,0,0
0,-1,2499,3200,0,0,0,0
0,0,32,3201,1,1,1,1
0,1,2500,3202,0,0,0,1
0,2,99,3203,0,0,0,0
0,-1,2501,3204,0,0,0,0
0,0,2502,3205,1,1,1,1
0,1,2503,3206,1,0,1,0
0,2,74,3207,1,0,1,0
1,-1,2504,3208,0,0,0,0
0,0,2505,3209,1,1,1,1
0,1,2506,3210,0,0,0,0
0,2,2282,2897,0,0,0,0
0,-1,469,528,0,0,0,0
0,0,1362,1746,1,1,1,1
0,1,2507,3211,1,0,1,0
0,2,2508,3212,1,0,1,0
0,-1,2509,3213,0,0,0,0
0,0,2510,3214,1,1,1,1
0,1,2511,3215,0,0,0,0
0,2,759,891,0,0,0,1
1,-1,2512,3216,0,0,0,0
0,0,41,3217,1,0,0,1
0,1,39,39,0,0,0,0
1,2,2513,3218,0,0,0,0
1,-1,585,3219,0,0,0,0
1,0,89,3220,1,0,0,1
1,1,2514,3221,0,0,0,0
0,2,2515,3222,0,0,0,0
0,-1,39,39,0,0,0,0
0,0,2516,3223,1,1,1,1
1,1,2517,3224,0,0,0,1
1,2,2518,3225,0,0,0,1
1,-1,363,3188,0,0,0,0
1,0,97,2961,1,1,1,1
0,1,2490,3189,1,0,0,0
0,2,148,157,0,0,0,0
0,-1,661,3226,0,0,0,0
0,0,2519,3227,1,1,1,1
0,1,501,3228,1,0,0,0
1,2,77,576,0,0,0,1
0,-1,2520,3229,0,0,0,0
1,0,2007,3230,0,1,0,1
0,1,50,50,0,0,0,0
0,2,549,3231,0,0,0,0
1,-1,254,3232,0,0,0,0
0,0,2521,3233,1,1,1,1
1,1,2522,3234,0,0,0,0
0,2,2523,3235,0,0,0,0
0,-1,530,605,0,0,0,0
0,0,1658,3236,1,1,1,1
0,1,2524,3237,1,0,1,0
0,2,805,3238,0,0,0,0
0,-1,805,3238,0,0,0,0
0,0,50,3239,1,1,1,1
1,1,1658,3236,0,0,0,1
0,2,2525,3240,0,0,0,1
0,-1,1916,2398,0,0,0,0
0,0,34,3241,1,1,1,1
1,1,119,125,0,0,0,1
1,2,1280,1549,0,0,0,0
1,-1,77,3242,0,0,0,0
1,0,5,3243,1,1,1,1
1,1,2526,3244,1,0,1,0
1,2,2527,3245,0,0,0,0
0,-1,2528,3246,0,0,0,0
0,0,2529,3247,1,1,1,1
1,1,2530,3248,0,0,0,1
1,2,77,2016,0,0,0,0
1,-1,90,3249,0,0,0,0
0,0,2059,3250,1,1,1,0
0,1,2531,3251,0,0,0,0
0,2,1495,3252,0,1,0,1
0,-1,2532,3253,0,0,0,0
0,0,2533,3254,1,1,1,1
0,1,2534,3255,0,0,0,1
1,2,2535,3256,0,0,0,0
0,-1,964,3257,0,0,0,0
1,0,507,3258,1,1,1,1
0,1,2536,3259,0,0,0,0
0,2,64,3260,0,0,0,0
0,-1,1076,3261,1,0,0,0
0,0,2537,3262,1,1,1,1
1,1,1672,2905,1,0,0,1
1,2,287,315,0,0,0,0
0,-1,2538,3263,0,0,0,0
0,0,2539,3264,1,1,1,1
0,1,9,3265,0,0,0,0
1,2,90,3266,0,0,0,0
0,-1,2540,3267,0,0,0,0
1,0,2541,3268,1,1,1,1
1,1,2542,3269,0,0,0,0
0,2,2543,3270,0,0,0,0
1,-1,2544,3271,0,0,0,0
0,0,2545,3272,1,1,1,1
1,1,2546,3273,0,0,0,0
0,2,93,96,0,0,0,0
1,-1,1007,3024,0,0,0,0
1,0,90,3249,0,1,0,1
0,1,2540,3267,0,0,0,1
1,2,2541,3268,1,1,1,1
1,-1,2547,3274,0,0,0,0
0,0,2548,3275,1,1,1,1
0,1,2549,3276,1,1,1,1
0,2,2550,3277,0,0,0,0
0,-1,2548,3275,1,1,1,0
0,0,2549,3276,1,1,1,1
0,1,2550,3277,0,0,0,0
0,2,2551,3278,1,0,1,0
0,-1,2552,3279,1,0,1,0
0,0,2553,3280,1,0,1,0
0,1,64,3281,0,0,0,0
0,2,2554,39,0,0,0,0
0,-1,2550,3277,0,0,0,0
0,0,2551,3278,1,0,1,1
0,1,2555,3282,0,0,0,0
0,2,2556,3283,1,0,0,0
0,-1,2557,3284,0,0,0,0
0,0,469,528,1,1,1,1
0,1,1850,3285,0,0,0,0
0,2,39,39,0,0,0,0
0,-1,2558,3286,0,0,0,0
0,0,2559,3287,1,1,1,1
0,1,2560,3288,1,0,1,0
0,2,2561,3289,1,0,1,0
1,-1,2562,3290,1,0,1,0
0,0,2563,3291,1,1,1,1
0,1,2564,3292,1,0,1,0
1,2,2565,3293,0,0,0,0
0,-1,1879,3294,0,0,0,0
0,0,2316,2947,1,1,1,1
1,1,2517,3224,0,0,0,1
0,2,2566,3295,1,0,0,0
0,-1,2567,3296,0,0,0,0
1,0,2568,3297,1,1,1,1
1,1,2569,3298,1,0,0,1
0,2,2570,3299,0,0,0,1
0,-1,2571,3300,0,0,0,0
0,0,2572,3301,1,1,1,1
0,1,2573,3302,0,0,0,0
1,2,900,3303,0,0,0,0
1,-1,873,3304,0,0,0,0
0,0,232,3305,1,1,1,1
0,1,2574,3306,0,0,0,0
0,2,2575,3307,0,0,0,0
0,-1,2576,3308,0,0,0,0
0,0,469,528,1,1,1,1
1,1,1285,3309,1,0,0,0
0,2,1007,3024,0,0,0,0
0,-1,1007,3024,0,0,0,0
1,0,606,3082,1,1,1,1
1,1,1850,3310,1,0,1,0
1,2,77,576,0,0,0,0
0,-1,2577,3311,0,0,0,0
0,0,2578,3312,1,1,1,1
0,1,2579,3313,0,0,0,1
0,2,21,3314,0,0,0,1
0,-1,1916,2398,0,0,0,0
0,0,34,3241,1,1,1,1
1,1,119,125,0,0,0,1
1,2,1280,1549,0,0,0,0
0,-1,2459,3315,0,0,0,0
0,0,2580,3316,1,1,1,1
0,1,82,3317,0,0,0,0
0,2,1378,1674,0,0,0,0
0,-1,152,3318,0,0,0,0
0,0,2581,3319,1,1,1,1
0,1,261,389,0,0,0,1
0,2,2582,3320,1,0,0,0
0,-1,2499,3200,0,0,0,0
0,0,32,3201,1,1,1,1
0,1,2500,3202,0,0,0,1
0,2,99,3203,0,0,0,0
1,-1,2583,3321,0,0,0,0
0,0,52,3322,1,1,1,1
0,1,459,3323,1,0,1,1
1,2,952,3047,0,0,0,0
0,-1,2584,3324,0,0,0,0
1,0,2585,3325,1,1,1,1
0,1,99,3326,0,0,0,0
1,2,89,3327,0,0,0,0
1,-1,2586,3328,0,0,0,0
0,0,2587,3329,1,1,1,1
0,1,2587,3329,0,0,0,0
0,2,2588,3330,0,0,0,0
0,-1,39,39,0,0,0,0
0,0,2589,3331,1,0,1,1
1,1,1142,3332,0,0,0,1
1,2,1916,3333,0,0,0,1
1,-1,104,3334,0,0,0,0
0,0,905,3335,1,0,1,1
0,1,2590,3336,0,0,0,0
0,2,2591,3337,0,0,0,0
1,-1,1358,1646,1,0,0,0
0,0,1850,3338,1,1,1,1
1,1,287,1865,0,0,0,0
1,2,2592,3339,0,0,0,0
1,-1,2593,3340,0,0,0,0
0,0,2594,3341,1,1,1,1
1,1,1672,2079,1,1,1,0
1,2,2595,3342,0,0,0,0
0,-1,2594,3341,1,1,1,0
1,0,1672,2079,1,1,1,1
1,1,2595,3342,0,0,0,0
1,2,2596,3343,0,0,0,0
1,-1,504,3344,0,0,0,0
0,0,2597,3345,0,1,0,1
1,1,104,669,0,0,0,0
0,2,2598,3346,0,0,0,0
1,-1,2275,3347,0,0,0,0
1,0,2599,3348,1,1,1,1
0,1,310,341,0,0,0,0
0,2,113,119,0,0,0,0
0,-1,2600,3349,0,0,0,1
0,0,50,1230,0,1,0,0
0,1,2601,3350,0,0,0,0
1,2,670,783,1,0,0,0
0,-1,1213,1469,1,0,1,0
0,0,1990,2942,1,1,1,0
0,1,2313,2943,0,0,0,1
0,2,1491,1837,1,0,0,0
1,-1,2169,2748,0,0,0,0
0,0,2170,2749,1,1,1,1
0,1,2171,2750,0,0,0,0
1,2,2172,2751,0,0,0,0
0,-1,2329,2966,0,0,0,0
1,0,2330,2967,1,1,1,0
1,1,1086,2968,0,0,0,1
0,2,759,2969,1,0,0,0
1,-1,1690,3351,0,0,0,0
1,0,423,3352,1,0,0,1
1,1,2602,3353,0,0,0,0
0,2,2603,3354,1,0,0,0
1,-1,1648,3038,0,0,0,0
0,0,2381,3039,1,1,1,1
0,1,2604,3355,1,0,0,0
1,2,316,3041,0,0,0,0
1,-1,1648,3038,0,0,0,0
0,0,2381,3039,1,1,1,1
0,1,2382,3040,0,0,0,0
1,2,316,3041,0,0,0,0
0,-1,363,3356,0,0,0,0
1,0,2605,3357,1,1,1,1
1,1,677,3358,1,0,0,0
1,2,263,940,1,0,0,0
1,-1,286,3359,0,0,0,0
1,0,2606,3360,1,1,1,0
1,1,77,1970,0,0,0,1
0,2,39,39,0,0,0,0
1,-1,2607,3361,0,0,0,0
1,0,104,3362,0,1,0,1
0,1,2608,3363,0,0,0,0
0,2,790,3364,0,0,0,0
1,-1,150,2730,0,0,0,0
1,0,2609,3365,0,1,0,1
0,1,50,2166,0,0,0,0
0,2,2610,3366,1,0,0,0
0,-1,2316,2947,1,0,1,0
0,0,2611,3367,1,1,1,0
0,1,2612,3368,0,0,0,1
1,2,2613,3369,0,0,0,0
0,-1,2614,3370,0,0,0,0
0,0,2615,3371,1,1,1,1
1,1,2410,3372,1,0,0,0
0,2,34,454,0,0,0,0
0,-1,585,3373,0,0,0,0
0,0,2616,3374,0,1,0,1
1,1,2617,3375,0,0,0,0
1,2,284,3376,0,0,0,0
1,-1,2514,3377,0,0,0,0
1,0,1868,3378,1,1,1,1
0,1,2618,3379,0,0,0,0
1,2,2619,3380,0,0,0,0
1,-1,805,2884,1,0,0,0
0,0,2620,3381,0,1,0,1
1,1,2275,2886,0,0,0,0
1,2,34,3382,0,0,0,0
0,-1,295,3103,0,0,0,0
0,0,2425,3104,1,0,1,1
0,1,2426,3105,0,0,0,0
0,2,1222,3106,0,0,0,0
1,-1,50,3383,0,0,0,0
1,0,2621,3384,1,0,0,1
0,1,2622,3385,0,0,0,0
0,2,2410,3386,1,0,1,0
0,-1,2430,3115,0,0,0,0
0,0,2431,3116,1,0,1,0
1,1,2432,3117,0,0,0,1
0,2,2433,3118,0,0,0,0
0,-1,2410,3122,1,0,1,0
0,0,2623,3387,1,0,1,1
0,1,2438,3124,1,0,0,0
0,2,2439,3125,0,0,0,0
1,-1,416,647,0,0,0,0
0,0,2624,3388,1,1,1,1
1,1,86,3389,0,0,0,0
1,2,2625,3390,0,0,0,0
1,-1,2626,3391,0,0,0,0
0,0,2627,3392,1,1,1,1
0,1,2628,3393,0,0,0,0
0,2,2629,39,0,0,0,0
1,-1,2630,3394,0,0,0,0
0,0,2631,3395,0,1,0,0
1,1,371,3396,0,0,0,1
1,2,2632,3397,0,0,0,0
1,-1,2633,3398,0,0,0,0
0,0,2634,3399,0,1,0,1
0,1,2635,3400,1,0,0,0
0,2,2636,3401,1,0,1,0
1,-1,732,861,0,0,0,0
0,0,2637,3402,0,1,0,1
1,1,64,2677,0,0,0,0
1,2,1387,1687,0,0,0,0
1,-1,1387,1687,0,0,0,0
1,0,2638,3403,0,1,0,1
0,1,2639,3404,0,0,0,0
1,2,77,3405,0,0,0,0
0,-1,2640,3406,0,0,0,0
1,0,459,3407,1,0,0,0
0,1,2641,3408,0,1,0,1
0,2,1990,3409,0,0,0,0
1,-1,459,3407,1,0,0,0
0,0,248,3410,0,1,0,1
0,1,1990,3409,0,0,0,0
1,2,911,3411,0,0,0,0
0,-1,2642,3412,0,0,0,0
0,0,254,3413,1,1,1,1
0,1,2642,3414,0,0,0,0
0,2,469,528,0,0,0,0
0,-1,2643,3415,0,0,0,0
0,0,2644,3416,0,1,0,1
0,1,2645,3417,0,0,0,0
1,2,2646,3418,0,0,0,0
0,-1,2194,3419,0,0,0,0
0,0,559,3420,1,1,1,1
0,1,2647,39,0,0,0,0
0,2,361,399,1,0,0,0
0,-1,145,1333,1,0,1,0
0,0,2648,3421,1,1,1,1
0,1,2649,3422,1,0,1,0
0,2,363,3423,1,0,1,0
0,-1,2650,3424,0,0,0,0
0,0,1854,3425,1,1,1,1
1,1,74,3426,0,0,0,0
0,2,2651,3427,1,0,0,0
0,-1,2652,3428,0,0,0,0
1,0,192,3429,1,1,1,0
0,1,564,3430,0,0,0,0
1,2,2653,3431,0,0,0,1
1,-1,1166,3432,1,0,0,0
1,0,2654,3433,0,1,0,0
0,1,2655,3434,0,0,0,1
1,2,2656,3435,0,0,0,0
0,-1,2657,3436,0,0,0,0
0,0,2658,3437,1,1,1,0
1,1,2659,3438,0,0,0,1
0,2,2660,3439,1,0,0,0
0,-1,325,3440,0,0,0,0
1,0,2661,3441,1,1,1,1
1,1,77,78,0,0,0,0
0,2,2662,3442,0,0,0,0
0,-1,462,3443,0,0,0,0
0,0,2663,3444,1,1,1,1
0,1,2664,3445,1,0,0,0
0,2,2665,3446,0,0,0,0
0,-1,117,123,0,0,0,0
1,0,881,3447,1,1,1,1
0,1,2666,3448,0,0,0,0
0,2,2667,3449,0,0,0,0
0,-1,2668,3450,0,0,0,0
0,0,2669,3451,1,1,1,1
0,1,337,3452,0,0,0,0
1,2,1879,3453,0,0,0,0
0,-1,2670,3454,0,0,0,0
0,0,2441,3455,1,1,1,0
0,1,2671,3456,0,0,0,1
1,2,2672,3457,0,0,0,0
0,-1,2520,3229,0,0,0,0
1,0,2007,3230,0,1,0,1
0,1,50,50,0,0,0,0
0,2,549,3231,0,0,0,0
1,-1,77,3242,0,0,0,0
1,0,5,3243,1,1,1,1
1,1,2526,3244,1,0,1,0
1,2,2527,3245,0,0,0,0
0,-1,2673,3458,0,0,0,0
0,0,227,244,1,1,1,0
1,1,2674,3459,0,0,0,1
0,2,2675,3460,0,0,0,0
0,-1,2676,3461,0,0,0,0
1,0,1755,3462,0,1,0,1
0,1,1213,1469,1,0,0,0
0,2,2677,3463,1,0,1,0
0,-1,64,154,0,0,0,0
0,0,759,891,1,1,1,0
1,1,2678,3464,0,0,0,1
0,2,151,3465,0,0,0,0
1,-1,2547,3274,0,0,0,0
0,0,2548,3275,1,1,1,0
0,1,2549,3276,1,1,1,1
0,2,2550,3277,0,0,0,0
0,-1,2548,3275,1,1,1,0
0,0,2549,3276,1,1,1,1
0,1,2550,3277,0,0,0,0
0,2,2551,3278,1,0,1,0
1,-1,1405,3466,0,0,0,0
1,0,50,3467,1,1,1,0
1,1,2679,3468,0,0,0,1
1,2,2306,3469,0,0,0,0
0,-1,2680,3470,0,0,0,0
1,0,1820,2290,1,1,1,0
1,1,2679,3468,0,0,0,1
1,2,1766,3471,0,0,0,0
0,-1,2680,3470,0,0,0,0
1,0,1820,2290,1,1,1,0
1,1,2679,3468,0,0,0,1
1,2,1766,3471,0,0,0,0
1,-1,1173,1423,0,0,0,0
0,0,2156,2828,1,1,1,0
0,1,2257,2859,0,0,0,0
1,2,2258,2860,0,0,0,1
1,-1,2158,3472,0,0,0,0
1,0,2681,3473,1,1,1,1
0,1,780,915,1,0,1,0
0,2,1296,3474,0,0,0,0
0,-1,2682,3475,0,0,0,0
1,0,337,3476,1,1,1,1
1,1,447,3477,0,0,0,0
0,2,2683,3478,0,0,0,0
1,-1,2486,3183,0,0,0,0
0,0,500,3479,1,1,1,1
1,1,2684,3480,1,0,0,0
0,2,2685,3481,0,0,0,0
0,-1,148,157,1,0,0,0
0,0,2686,3482,1,1,1,1
